,formula,gfa
1041,Al69Nd31,0
1042,Al68Nd32,0
1043,Al67Nd33,0
1044,Al66Nd34,0
1045,Al65Nd35,0
1046,Al64Nd36,0
1047,Al63Nd37,0
1048,Al62Nd38,0
1049,Al61Nd39,0
1050,Al60Nd40,0
1051,Al59Nd41,0
1052,Al58Nd42,0
1053,Al57Nd43,0
1054,Al56Nd44,0
1055,Al55Nd45,0
1056,Al54Nd46,0
1057,Al53Nd47,0
1058,Al52Nd48,0
1059,Al51Nd49,0
1060,Al50Nd50,0
1061,Al49Nd51,0
1062,Al48Nd52,0
1063,Al47Nd53,0
1064,Al46Nd54,0
1065,Al45Nd55,0
1066,Al44Nd56,0
1067,Al43Nd57,0
1068,Al42Nd58,0
1069,Al41Nd59,0
1070,Al40Nd60,0
1071,Al39Nd61,0
1072,Al38Nd62,0
1073,Al37Nd63,0
1074,Al36Nd64,0
1075,Al35Nd65,0
1076,Al34Nd66,0
1077,Al33Nd67,0
1078,Al32Nd68,0
1079,Al31Nd69,0
1080,Al30Nd70,0
1081,Al29Nd71,0
1082,Al28Nd72,0
1083,Al27Nd73,0
1084,Al26Nd74,0
1085,Al25Nd75,0
1086,Al24Nd76,0
1087,Al23Nd77,0
1088,Al22Nd78,0
1089,Al21Nd79,0
1090,Al20Nd80,0
1091,Al19Nd81,0
1092,Al18Nd82,0
1093,Al17Nd83,0
1094,Al16Nd84,0
1095,Al15Nd85,0
1096,Al14Nd86,0
1097,Al13Nd87,0
1098,Al12Nd88,0
1099,Al11Nd89,0
1100,Al10Nd90,0
1101,Al9Nd91,0
1102,Al8Nd92,0
1103,Al7Nd93,0
1104,Al6Nd94,0
1105,Al5Nd95,0
1106,Al4Nd96,0
1107,Al3Nd97,0
1108,Al2Nd98,0
1109,Al1Nd99,0
1110,Al0Nd100,0
1111,Al100Pr0,0
1112,Al99Pr1,0
1113,Al98Pr2,0
1114,Al97Pr3,0
1115,Al96Pr4,0
1116,Al95Pr5,0
1117,Al94Pr6,0
1118,Al93Pr7,0
1119,Al92Pr8,0
1120,Al91Pr9,1
1121,Al90Pr10,1
1122,Al89Pr11,1
1123,Al88Pr12,0
1124,Al87Pr13,0
1125,Al86Pr14,0
1126,Al85Pr15,0
1127,Al84Pr16,0
1128,Al83Pr17,0
1129,Al82Pr18,0
1130,Al81Pr19,0
1131,Al80Pr20,0
1132,Al79Pr21,0
1133,Al78Pr22,0
1134,Al77Pr23,0
1135,Al76Pr24,0
1136,Al75Pr25,0
1137,Al74Pr26,0
1138,Al73Pr27,0
1139,Al72Pr28,0
1140,Al71Pr29,0
1141,Al70Pr30,0
1142,Al69Pr31,0
1143,Al68Pr32,0
1144,Al67Pr33,0
1145,Al66Pr34,0
1146,Al65Pr35,0
1147,Al64Pr36,0
1148,Al63Pr37,0
1149,Al62Pr38,0
1150,Al61Pr39,0
1151,Al60Pr40,0
1152,Al59Pr41,0
1153,Al58Pr42,0
1154,Al57Pr43,0
1155,Al56Pr44,0
1156,Al55Pr45,0
1157,Al54Pr46,0
1158,Al53Pr47,0
1159,Al52Pr48,0
1160,Al51Pr49,0
1161,Al50Pr50,0
1162,Al49Pr51,0
1163,Al48Pr52,0
1164,Al47Pr53,0
1165,Al46Pr54,0
1166,Al45Pr55,0
1167,Al44Pr56,0
1168,Al43Pr57,0
1169,Al42Pr58,0
1170,Al41Pr59,0
1171,Al40Pr60,0
1172,Al39Pr61,0
1173,Al38Pr62,0
1174,Al37Pr63,0
1175,Al36Pr64,0
1176,Al35Pr65,0
1177,Al34Pr66,0
1178,Al33Pr67,0
1179,Al32Pr68,0
1180,Al31Pr69,0
1181,Al30Pr70,0
1182,Al29Pr71,0
1183,Al28Pr72,0
1184,Al27Pr73,0
1185,Al26Pr74,0
1186,Al25Pr75,0
1187,Al24Pr76,0
1188,Al23Pr77,0
1189,Al22Pr78,0
1190,Al21Pr79,0
1191,Al20Pr80,0
1192,Al19Pr81,0
1193,Al18Pr82,0
1194,Al17Pr83,0
1195,Al16Pr84,0
1196,Al15Pr85,0
1197,Al14Pr86,0
1198,Al13Pr87,0
1199,Al12Pr88,0
1200,Al11Pr89,0
1201,Al10Pr90,0
1202,Al9Pr91,0
1203,Al8Pr92,0
1204,Al7Pr93,0
1205,Al6Pr94,0
1206,Al5Pr95,0
1207,Al4Pr96,0
1208,Al3Pr97,0
1209,Al2Pr98,0
1210,Al1Pr99,0
1211,Al0Pr100,0
1212,Al100Sm0,0
1213,Al99Sm1,0
1214,Al98Sm2,0
1215,Al97Sm3,0
1216,Al96Sm4,0
1217,Al95Sm5,0
1218,Al94Sm6,0
1219,Al93Sm7,0
1220,Al92Sm8,1
1221,Al91Sm9,1
1222,Al90Sm10,1
1223,Al89Sm11,1
1224,Al88Sm12,1
1225,Al87Sm13,1
1226,Al86Sm14,1
1227,Al85Sm15,1
1228,Al84Sm16,1
1229,Al83Sm17,0
1230,Al82Sm18,0
1231,Al81Sm19,0
1232,Al80Sm20,0
1233,Al79Sm21,0
1234,Al78Sm22,0
1235,Al77Sm23,0
1236,Al76Sm24,0
1237,Al75Sm25,0
1238,Al74Sm26,0
1239,Al73Sm27,0
1240,Al72Sm28,0
1241,Al71Sm29,0
1242,Al70Sm30,0
1243,Al69Sm31,0
1244,Al68Sm32,0
1245,Al67Sm33,0
1246,Al66Sm34,0
1247,Al65Sm35,0
1248,Al64Sm36,0
1249,Al63Sm37,0
1250,Al62Sm38,0
1251,Al61Sm39,0
1252,Al60Sm40,0
1253,Al59Sm41,0
1254,Al58Sm42,0
1255,Al57Sm43,0
1256,Al56Sm44,0
1257,Al55Sm45,0
1258,Al54Sm46,0
1259,Al53Sm47,0
1260,Al52Sm48,0
1261,Al51Sm49,0
1262,Al50Sm50,0
1263,Al49Sm51,0
1264,Al48Sm52,0
1265,Al47Sm53,0
1266,Al46Sm54,0
1267,Al45Sm55,0
1268,Al44Sm56,0
1269,Al43Sm57,0
1270,Al42Sm58,0
1271,Al41Sm59,0
1272,Al40Sm60,0
1273,Al39Sm61,0
1274,Al38Sm62,0
1275,Al37Sm63,0
1276,Al36Sm64,0
1277,Al35Sm65,0
1278,Al34Sm66,0
1279,Al33Sm67,0
1280,Al32Sm68,0
1281,Al31Sm69,0
1282,Al30Sm70,0
1283,Al29Sm71,0
1284,Al28Sm72,0
1285,Al27Sm73,0
1286,Al26Sm74,0
1287,Al25Sm75,0
1288,Al24Sm76,0
1289,Al23Sm77,0
1290,Al22Sm78,0
1291,Al21Sm79,0
1292,Al20Sm80,0
1293,Al19Sm81,0
1294,Al18Sm82,0
1295,Al17Sm83,0
1296,Al16Sm84,0
1297,Al15Sm85,0
1298,Al14Sm86,0
1299,Al13Sm87,0
1300,Al12Sm88,0
1301,Al11Sm89,0
1302,Al10Sm90,0
1303,Al9Sm91,0
1304,Al8Sm92,0
1305,Al7Sm93,0
1306,Al6Sm94,0
1307,Al5Sm95,0
1308,Al4Sm96,0
1309,Al3Sm97,0
1310,Al2Sm98,0
1311,Al1Sm99,0
1312,Al0Sm100,0
1313,Al100Tb0,0
1314,Al99Tb1,0
1315,Al98Tb2,0
1316,Al97Tb3,0
1317,Al96Tb4,0
1318,Al95Tb5,0
1319,Al94Tb6,0
1320,Al93Tb7,0
1321,Al92Tb8,0
1322,Al91Tb9,1
1323,Al90Tb10,1
1324,Al89Tb11,1
1325,Al88Tb12,1
1326,Al87Tb13,1
1327,Al86Tb14,1
1328,Al85Tb15,0
1329,Al84Tb16,0
1330,Al83Tb17,0
1331,Al82Tb18,0
1332,Al81Tb19,0
1333,Al80Tb20,0
1334,Al79Tb21,0
1335,Al78Tb22,0
1336,Al77Tb23,0
1337,Al76Tb24,0
1338,Al75Tb25,0
1339,Al74Tb26,0
1340,Al73Tb27,0
1341,Al72Tb28,0
1342,Al71Tb29,0
1343,Al70Tb30,0
1344,Al69Tb31,0
1345,Al68Tb32,0
1346,Al67Tb33,0
1347,Al66Tb34,0
1348,Al65Tb35,0
1349,Al64Tb36,0
1350,Al63Tb37,0
1351,Al62Tb38,0
1352,Al61Tb39,0
1353,Al60Tb40,0
1354,Al59Tb41,0
1355,Al58Tb42,0
1356,Al57Tb43,0
1357,Al56Tb44,0
1358,Al55Tb45,0
1359,Al54Tb46,0
1360,Al53Tb47,0
1361,Al52Tb48,0
1362,Al51Tb49,0
1363,Al50Tb50,0
1364,Al49Tb51,0
1365,Al48Tb52,0
1366,Al47Tb53,0
1367,Al46Tb54,0
1368,Al45Tb55,0
1369,Al44Tb56,0
1370,Al43Tb57,0
1371,Al42Tb58,0
1372,Al41Tb59,0
1373,Al40Tb60,0
1374,Al39Tb61,0
1375,Al38Tb62,0
1376,Al37Tb63,0
1377,Al36Tb64,0
1378,Al35Tb65,0
1379,Al34Tb66,0
1380,Al33Tb67,0
1381,Al32Tb68,0
1382,Al31Tb69,0
1383,Al30Tb70,0
1384,Al29Tb71,0
1385,Al28Tb72,0
1386,Al27Tb73,0
1387,Al26Tb74,0
1388,Al25Tb75,0
1389,Al24Tb76,0
1390,Al23Tb77,0
1391,Al22Tb78,0
1392,Al21Tb79,0
1393,Al20Tb80,0
1394,Al19Tb81,0
1395,Al18Tb82,0
1396,Al17Tb83,0
1397,Al16Tb84,0
1398,Al15Tb85,0
1399,Al14Tb86,0
1400,Al13Tb87,0
1401,Al12Tb88,0
1402,Al11Tb89,0
1403,Al10Tb90,0
1404,Al9Tb91,0
1405,Al8Tb92,0
1406,Al7Tb93,0
1407,Al6Tb94,0
1408,Al5Tb95,0
1409,Al4Tb96,0
1410,Al3Tb97,0
1411,Al2Tb98,0
1412,Al1Tb99,0
1413,Al0Tb100,0
1414,Al100Y0,0
1415,Al99Y1,0
1416,Al98Y2,0
1417,Al97Y3,0
1418,Al96Y4,0
1419,Al95Y5,0
1420,Al94Y6,0
1421,Al93Y7,0
1422,Al92Y8,1
1423,Al91Y9,1
1424,Al90Y10,1
1425,Al89Y11,1
1426,Al88Y12,1
1427,Al87Y13,1
1428,Al86Y14,1
1429,Al85Y15,1
1430,Al84Y16,0
1431,Al83Y17,0
1432,Al82Y18,0
1433,Al81Y19,0
1434,Al80Y20,0
1435,Al79Y21,0
1436,Al78Y22,0
1437,Al77Y23,0
1438,Al76Y24,0
1439,Al75Y25,0
1440,Al74Y26,0
1441,Al73Y27,0
1442,Al72Y28,0
1443,Al71Y29,0
1444,Al70Y30,0
1445,Al69Y31,0
1446,Al68Y32,0
1447,Al67Y33,0
1448,Al66Y34,0
1449,Al65Y35,0
1450,Al64Y36,0
1451,Al63Y37,0
1452,Al62Y38,0
1453,Al61Y39,0
1454,Al60Y40,0
1455,Al59Y41,0
1456,Al58Y42,0
1457,Al57Y43,0
1458,Al56Y44,0
1459,Al55Y45,0
1460,Al54Y46,0
1461,Al53Y47,0
1462,Al52Y48,0
1463,Al51Y49,0
1464,Al50Y50,0
1465,Al49Y51,0
1466,Al48Y52,0
1467,Al47Y53,0
1468,Al46Y54,0
1469,Al45Y55,0
1470,Al44Y56,0
1471,Al43Y57,0
1472,Al42Y58,0
1473,Al41Y59,0
1474,Al40Y60,0
1475,Al39Y61,0
1476,Al38Y62,0
1477,Al37Y63,0
1478,Al36Y64,0
1479,Al35Y65,0
1480,Al34Y66,0
1481,Al33Y67,0
1482,Al32Y68,0
1483,Al31Y69,0
1484,Al30Y70,0
1485,Al29Y71,0
1486,Al28Y72,0
1487,Al27Y73,0
1488,Al26Y74,0
1489,Al25Y75,0
1490,Al24Y76,0
1491,Al23Y77,0
1492,Al22Y78,0
1493,Al21Y79,0
1494,Al20Y80,0
1495,Al19Y81,0
1496,Al18Y82,0
1497,Al17Y83,0
1498,Al16Y84,0
1499,Al15Y85,0
1500,Al14Y86,0
1501,Al13Y87,0
1502,Al12Y88,0
1503,Al11Y89,0
1504,Al10Y90,0
1505,Al9Y91,0
1506,Al8Y92,0
1507,Al7Y93,0
1508,Al6Y94,0
1509,Al5Y95,0
1510,Al4Y96,0
1511,Al3Y97,0
1512,Al2Y98,0
1513,Al1Y99,0
1514,Al0Y100,0
1515,Al100Yb0,0
1516,Al99Yb1,0
1517,Al98Yb2,0
1518,Al97Yb3,0
1519,Al96Yb4,0
1520,Al95Yb5,0
1521,Al94Yb6,0
1522,Al93Yb7,0
1523,Al92Yb8,0
1524,Al91Yb9,1
1525,Al90Yb10,1
1526,Al89Yb11,1
1527,Al88Yb12,1
1528,Al87Yb13,1
1529,Al86Yb14,0
1530,Al85Yb15,0
1531,Al84Yb16,0
1532,Al83Yb17,0
1533,Al82Yb18,0
1534,Al81Yb19,0
1535,Al80Yb20,0
1536,Al79Yb21,0
1537,Al78Yb22,0
1538,Al77Yb23,0
1539,Al76Yb24,0
1540,Al75Yb25,0
1541,Al74Yb26,0
1542,Al73Yb27,0
1543,Al72Yb28,0
1544,Al71Yb29,0
1545,Al70Yb30,0
1546,Al69Yb31,0
1547,Al68Yb32,0
1548,Al67Yb33,0
1549,Al66Yb34,0
1550,Al65Yb35,0
1551,Al64Yb36,0
1552,Al63Yb37,0
1553,Al62Yb38,0
1554,Al61Yb39,0
1555,Al60Yb40,0
1556,Al59Yb41,0
1557,Al58Yb42,0
1558,Al57Yb43,0
1559,Al56Yb44,0
1560,Al55Yb45,0
1561,Al54Yb46,0
1562,Al53Yb47,0
1563,Al52Yb48,0
1564,Al51Yb49,0
1565,Al50Yb50,0
1566,Al49Yb51,0
1567,Al48Yb52,0
1568,Al47Yb53,0
1569,Al46Yb54,0
1570,Al45Yb55,0
1571,Al44Yb56,0
1572,Al43Yb57,0
1573,Al42Yb58,0
1574,Al41Yb59,0
1575,Al40Yb60,0
1576,Al39Yb61,0
1577,Al38Yb62,0
1578,Al37Yb63,0
1579,Al36Yb64,0
1580,Al35Yb65,0
1581,Al34Yb66,0
1582,Al33Yb67,0
1583,Al32Yb68,0
1584,Al31Yb69,0
1585,Al30Yb70,0
1586,Al29Yb71,0
1587,Al28Yb72,0
1588,Al27Yb73,0
1589,Al26Yb74,0
1590,Al25Yb75,0
1591,Al24Yb76,0
1592,Al23Yb77,0
1593,Al22Yb78,0
1594,Al21Yb79,0
1595,Al20Yb80,0
1596,Al19Yb81,0
1597,Al18Yb82,0
1598,Al17Yb83,0
1599,Al16Yb84,0
1600,Al15Yb85,0
1601,Al14Yb86,0
1602,Al13Yb87,0
1603,Al12Yb88,0
1604,Al11Yb89,0
1605,Al10Yb90,0
1606,Al9Yb91,0
1607,Al8Yb92,0
1608,Al7Yb93,0
1609,Al6Yb94,0
1610,Al5Yb95,0
1611,Al4Yb96,0
1612,Al3Yb97,0
1613,Al2Yb98,0
1614,Al1Yb99,0
1615,Al0Yb100,0
1616,Al100Ti0,0
1617,Al99Ti1,0
1618,Al98Ti2,0
1619,Al97Ti3,0
1620,Al96Ti4,0
1621,Al95Ti5,0
1622,Al94Ti6,0
1623,Al93Ti7,0
1624,Al92Ti8,0
1625,Al91Ti9,0
1626,Al90Ti10,0
1627,Al89Ti11,0
1628,Al88Ti12,0
1629,Al87Ti13,0
1630,Al86Ti14,0
1631,Al85Ti15,0
1632,Al84Ti16,0
1633,Al83Ti17,0
1634,Al82Ti18,0
1635,Al81Ti19,0
1636,Al80Ti20,0
1637,Al79Ti21,0
1638,Al78Ti22,0
1639,Al77Ti23,0
1640,Al76Ti24,0
1641,Al75Ti25,0
1642,Al74Ti26,0
1643,Al73Ti27,0
1644,Al72Ti28,0
1645,Al71Ti29,0
1646,Al70Ti30,0
1647,Al69Ti31,0
1648,Al68Ti32,0
1649,Al67Ti33,0
1650,Al66Ti34,1
1651,Al65Ti35,1
1652,Al64Ti36,1
1653,Al63Ti37,1
1654,Al62Ti38,1
1655,Al61Ti39,1
1656,Al60Ti40,1
1657,Al59Ti41,1
1658,Al58Ti42,1
1659,Al57Ti43,1
1660,Al56Ti44,1
1661,Al55Ti45,1
1662,Al54Ti46,1
1663,Al53Ti47,1
1664,Al52Ti48,1
1665,Al51Ti49,1
1666,Al50Ti50,1
1667,Al49Ti51,1
1668,Al48Ti52,1
1669,Al47Ti53,1
1670,Al46Ti54,1
1671,Al45Ti55,0
1672,Al44Ti56,0
1673,Al43Ti57,0
1674,Al42Ti58,0
1675,Al41Ti59,0
1676,Al40Ti60,0
1677,Al39Ti61,0
1678,Al38Ti62,0
1679,Al37Ti63,0
1680,Al36Ti64,0
1681,Al35Ti65,0
1682,Al34Ti66,0
1683,Al33Ti67,0
1684,Al32Ti68,0
1685,Al31Ti69,0
1686,Al30Ti70,0
1687,Al29Ti71,0
1688,Al28Ti72,0
1689,Al27Ti73,0
1690,Al26Ti74,0
1691,Al25Ti75,0
1692,Al24Ti76,0
1693,Al23Ti77,0
1694,Al22Ti78,0
1695,Al21Ti79,0
1696,Al20Ti80,0
1697,Al19Ti81,0
1698,Al18Ti82,0
1699,Al17Ti83,0
1700,Al16Ti84,0
1701,Al15Ti85,0
1702,Al14Ti86,0
1703,Al13Ti87,0
1704,Al12Ti88,0
1705,Al11Ti89,0
1706,Al10Ti90,0
1707,Al9Ti91,0
1708,Al8Ti92,0
1709,Al7Ti93,0
1710,Al6Ti94,0
1711,Al5Ti95,0
1712,Al4Ti96,0
1713,Al3Ti97,0
1714,Al2Ti98,0
1715,Al1Ti99,0
1716,Al0Ti100,0
1717,Al100U0,0
1718,Al99U1,0
1719,Al98U2,0
1720,Al97U3,0
1721,Al96U4,0
1722,Al95U5,0
1723,Al94U6,0
1724,Al93U7,0
1725,Al92U8,1
1726,Al91U9,1
1727,Al90U10,1
1728,Al89U11,0
1729,Al88U12,0
1730,Al87U13,0
1731,Al86U14,0
1732,Al85U15,0
1733,Al84U16,0
1734,Al83U17,0
1735,Al82U18,0
1736,Al81U19,0
1737,Al80U20,0
1738,Al79U21,0
1739,Al78U22,0
1740,Al77U23,0
1741,Al76U24,0
1742,Al75U25,0
1743,Al74U26,0
1744,Al73U27,0
1745,Al72U28,0
1746,Al71U29,0
1747,Al70U30,0
1748,Al69U31,0
1749,Al68U32,0
1750,Al67U33,0
1751,Al66U34,0
1752,Al65U35,0
1753,Al64U36,0
1754,Al63U37,0
1755,Al62U38,0
1756,Al61U39,0
1757,Al60U40,0
1758,Al59U41,0
1759,Al58U42,0
1760,Al57U43,0
1761,Al56U44,0
1762,Al55U45,0
1763,Al54U46,0
1764,Al53U47,0
1765,Al52U48,0
1766,Al51U49,0
1767,Al50U50,0
1768,Al49U51,0
1769,Al48U52,0
1770,Al47U53,0
1771,Al46U54,0
1772,Al45U55,0
1773,Al44U56,0
1774,Al43U57,0
1775,Al42U58,0
1776,Al41U59,0
1777,Al40U60,0
1778,Al39U61,0
1779,Al38U62,0
1780,Al37U63,0
1781,Al36U64,0
1782,Al35U65,0
1783,Al34U66,0
1784,Al33U67,0
1785,Al32U68,0
1786,Al31U69,0
1787,Al30U70,0
1788,Al29U71,0
1789,Al28U72,0
1790,Al27U73,0
1791,Al26U74,0
1792,Al25U75,0
1793,Al24U76,0
1794,Al23U77,0
1795,Al22U78,0
1796,Al21U79,0
1797,Al20U80,0
1798,Al19U81,0
1799,Al18U82,0
1800,Al17U83,0
1801,Al16U84,0
1802,Al15U85,0
1803,Al14U86,0
1804,Al13U87,0
1805,Al12U88,0
1806,Al11U89,0
1807,Al10U90,0
1808,Al9U91,0
1809,Al8U92,0
1810,Al7U93,0
1811,Al6U94,0
1812,Al5U95,0
1813,Al4U96,0
1814,Al3U97,0
1815,Al2U98,0
1816,Al1U99,0
1817,Al0U100,0
1818,Al100Zr0,0
1819,Al99Zr1,0
1820,Al98Zr2,0
1821,Al97Zr3,0
1822,Al96Zr4,0
1823,Al95Zr5,0
1824,Al94Zr6,0
1825,Al93Zr7,0
1826,Al92Zr8,0
1827,Al91Zr9,0
1828,Al90Zr10,0
1829,Al89Zr11,0
1830,Al88Zr12,0
1831,Al87Zr13,0
1832,Al86Zr14,0
1833,Al85Zr15,0
1834,Al84Zr16,0
1835,Al83Zr17,0
1836,Al82Zr18,0
1837,Al81Zr19,0
1838,Al80Zr20,0
1839,Al79Zr21,0
1840,Al78Zr22,0
1841,Al77Zr23,0
1842,Al76Zr24,0
1843,Al75Zr25,0
1844,Al74Zr26,0
1845,Al73Zr27,0
1846,Al72Zr28,0
1847,Al71Zr29,0
1848,Al70Zr30,0
1849,Al69Zr31,0
1850,Al68Zr32,0
1851,Al67Zr33,0
1852,Al66Zr34,0
1853,Al65Zr35,0
1854,Al64Zr36,0
1855,Al63Zr37,0
1856,Al62Zr38,0
1857,Al61Zr39,0
1858,Al60Zr40,0
1859,Al59Zr41,0
1860,Al58Zr42,0
1861,Al57Zr43,0
1862,Al56Zr44,0
1863,Al55Zr45,1
1864,Al54Zr46,1
1865,Al53Zr47,1
1866,Al52Zr48,1
1867,Al51Zr49,1
1868,Al50Zr50,1
1869,Al49Zr51,1
1870,Al48Zr52,1
1871,Al47Zr53,1
1872,Al46Zr54,0
1873,Al45Zr55,0
1874,Al44Zr56,0
1875,Al43Zr57,0
1876,Al42Zr58,0
1877,Al41Zr59,0
1878,Al40Zr60,0
1879,Al39Zr61,0
1880,Al38Zr62,0
1881,Al37Zr63,0
1882,Al36Zr64,0
1883,Al35Zr65,0
1884,Al34Zr66,0
1885,Al33Zr67,0
1886,Al32Zr68,0
1887,Al31Zr69,0
1888,Al30Zr70,0
1889,Al29Zr71,0
1890,Al28Zr72,0
1891,Al27Zr73,0
1892,Al26Zr74,0
1893,Al25Zr75,0
1894,Al24Zr76,0
1895,Al23Zr77,0
1896,Al22Zr78,0
1897,Al21Zr79,0
1898,Al20Zr80,0
1899,Al19Zr81,0
1900,Al18Zr82,0
1901,Al17Zr83,0
1902,Al16Zr84,0
1903,Al15Zr85,0
1904,Al14Zr86,0
1905,Al13Zr87,0
1906,Al12Zr88,0
1907,Al11Zr89,0
1908,Al10Zr90,0
1909,Al9Zr91,0
1910,Al8Zr92,0
1911,Al7Zr93,0
1912,Al6Zr94,0
1913,Al5Zr95,0
1914,Al4Zr96,0
1915,Al3Zr97,0
1916,Al2Zr98,0
1917,Al1Zr99,0
1918,Al0Zr100,0
1919,Al100Zr0,0
1920,Al99Zr1,0
1921,Al98Zr2,0
1922,Al97Zr3,0
1923,Al96Zr4,0
1924,Al95Zr5,0
1925,Al94Zr6,0
1926,Al93Zr7,0
1927,Al92Zr8,0
1928,Al91Zr9,0
1929,Al90Zr10,0
1930,Al89Zr11,0
1931,Al88Zr12,0
1932,Al87Zr13,0
1933,Al86Zr14,0
1934,Al85Zr15,0
1935,Al84Zr16,0
1936,Al83Zr17,0
1937,Al82Zr18,0
1938,Al81Zr19,0
1939,Al80Zr20,0
1940,Al79Zr21,0
1941,Al78Zr22,0
1942,Al77Zr23,0
1943,Al76Zr24,0
1944,Al75Zr25,0
1945,Al74Zr26,0
1946,Al73Zr27,0
1947,Al72Zr28,0
1948,Al71Zr29,0
1949,Al70Zr30,0
1950,Al69Zr31,0
1951,Al68Zr32,0
1952,Al67Zr33,0
1953,Al66Zr34,0
1954,Al65Zr35,0
1955,Al64Zr36,0
1956,Al63Zr37,0
1957,Al62Zr38,0
1958,Al61Zr39,0
1959,Al60Zr40,0
1960,Al59Zr41,0
1961,Al58Zr42,0
1962,Al57Zr43,0
1963,Al56Zr44,0
1964,Al55Zr45,0
1965,Al54Zr46,0
1966,Al53Zr47,0
1967,Al52Zr48,0
1968,Al51Zr49,0
1969,Al50Zr50,0
1970,Al49Zr51,0
1971,Al48Zr52,0
1972,Al47Zr53,0
1973,Al46Zr54,0
1974,Al45Zr55,0
1975,Al44Zr56,0
1976,Al43Zr57,0
1977,Al42Zr58,0
1978,Al41Zr59,0
1979,Al40Zr60,0
1980,Al39Zr61,0
1981,Al38Zr62,0
1982,Al37Zr63,1
1983,Al36Zr64,1
1984,Al35Zr65,1
1985,Al34Zr66,1
1986,Al33Zr67,1
1987,Al32Zr68,1
1988,Al31Zr69,1
1989,Al30Zr70,1
1990,Al29Zr71,1
1991,Al28Zr72,1
1992,Al27Zr73,1
1993,Al26Zr74,1
1994,Al25Zr75,0
1995,Al24Zr76,0
1996,Al23Zr77,0
1997,Al22Zr78,0
1998,Al21Zr79,0
1999,Al20Zr80,0
2000,Al19Zr81,0
2001,Al18Zr82,0
2002,Al17Zr83,0
2003,Al16Zr84,0
2004,Al15Zr85,0
2005,Al14Zr86,0
2006,Al13Zr87,0
2007,Al12Zr88,0
2008,Al11Zr89,0
2009,Al10Zr90,0
2010,Al9Zr91,0
2011,Al8Zr92,0
2012,Al7Zr93,0
2013,Al6Zr94,0
2014,Al5Zr95,0
2015,Al4Zr96,0
2016,Al3Zr97,0
2017,Al2Zr98,0
2018,Al1Zr99,0
2019,Al0Zr100,0
2020,Be100Ti0,0
2021,Be99Ti1,0
2022,Be98Ti2,0
2023,Be97Ti3,0
2024,Be96Ti4,0
2025,Be95Ti5,0
2026,Be94Ti6,0
2027,Be93Ti7,0
2028,Be92Ti8,0
