,composition,gap expt
1530,GdCd2,0.0
1531,GdCd4B3O10,3.8
1532,GdGeRu,0.0
1533,GdH2NO5,4.84
1534,GdInIr,0.0
1535,GdN,1.54
1536,GdNiO3,0.0
1537,GdO2,0.0
1538,GdPbAu,0.0
1539,GdSb,0.0
1540,GdSbPd,0.0
1541,GdScS3,2.1
1542,GdSe2,0.0
1543,GdTe,1.3
1544,GdZn,0.0
1545,GdZnIn,0.0
1546,Ge(Bi3O5)4,3.25
1547,Ge(SeO3)2,5.27
1548,Ge(WO3)6,0.0
1549,Ge0.01Pb0.99Se1,0.27
1550,Ge0.01Te0.01Pb0.99Se0.99,0.23
1551,Ge0.01Te0.99Pb0.99S0.01,0.32
1552,Ge0.01Te1Pb0.99,0.32
1553,Ge0.02Te0.98Pb0.98S0.02,0.34
1554,Ge0.03Pb0.97Se0.97S0.03,0.28
1555,Ge0.05Pb0.95Se0.95S0.05,0.29
1556,Ge0.05Pb0.95Se1,0.28
1557,Ge0.05Te0.95Pb0.95S0.05,0.4
1558,Ge0.05Te1Pb0.95,0.34
1559,Ge0.06Te0.06Pb0.94Se0.94,0.28
1560,Ge0.15Pb0.85Se0.85S0.15,0.34
1561,Ge0.15Te0.15Pb0.85Se0.85,0.32
1562,Ge0.15Te1Pb0.85,0.36
1563,Ge0.1Pb0.9Se0.9S0.1,0.32
1564,Ge0.1Pb0.9Se1,0.3
1565,Ge0.1Te1Pb0.9,0.35
1566,Ge0.25Te1Pb0.75,0.44
1567,Ge0.2Pb0.8Se1,0.35
1568,Ge0.2Te0.2Pb0.8Se0.8,0.36
1569,Ge0.2Te1Pb0.8,0.4
1570,Ge0.39Te1Pb0.61,0.56
1571,Ge0.3Pb0.7Se1,0.4
1572,Ge0.3Te1Pb0.7,0.48
1573,Ge0.41Te1Pb0.59,0.49
1574,Ge0.4Te1Pb0.6,0.51
1575,Ge2Os,0.0
1576,Ge2Sb2Te5,0.5
1577,Ge3Bi3O10.5,3.3
1578,Ge3Sb,0.0
1579,Ge40Te5.3I8,0.8
1580,Ge5(Te4As)2,0.0
1581,GeAs3,0.0
1582,GeI2,1.5
1583,GeO2,5.54
1584,GeP,0.95
1585,GePb2(SeO3)4,4.1
1586,GePbS3,2.4
1587,GePt2,0.0
1588,GeRh,0.0
1589,GeTe2,0.3
1590,H2Se,0.0
1591,H7Se2NO6,4.81
1592,HPbI3,0.0
1593,Hf(CoSi)2,0.0
1594,Hf(CuP)2,0.0
1595,Hf(VGa2)2,0.0
1596,Hf(VH2)2,0.0
1597,Hf2Al3C4,0.0
1598,Hf2Co4P3,0.0
1599,Hf2Fe,0.0
1600,Hf2Ge,0.0
1601,Hf2Hg,0.0
1602,Hf2MnIr,0.0
1603,Hf2Ni,0.0
1604,Hf2OsPd,0.0
1605,Hf2ReRh,0.0
1606,Hf2S,0.0
1607,Hf2Si,0.0
1608,Hf2Tl,0.0
1609,Hf3(CuSi)4,0.0
1610,Hf3(NiGe)4,0.0
1611,Hf3P,0.0
1612,Hf3P3Pd4,0.0
1613,Hf3Sb,0.0
1614,Hf3Zn3N,0.0
1615,Hf4Al3,0.0
1616,Hf4Co4Si7,0.0
1617,Hf54Os17,0.0
1618,Hf5CuPb3,0.0
1619,Hf5Pb,0.0
1620,Hf5Sb3,0.0
1621,Hf5Sb9,0.0
1622,Hf5Si4,0.0
1623,Hf5Sn3,0.0
1624,Hf5Sn4,0.0
1625,Hf5Te4,0.0
1626,Hf6PbO18,0.0
1627,Hf7P4,0.0
1628,HfAlPd2,0.0
1629,HfAs2,0.0
1630,HfAsRh,0.0
1631,HfB,0.0
1632,HfB4Ir3,0.0
1633,HfC,0.0
1634,HfCo3B2,0.0
1635,HfFe2,0.0
1636,HfGaCo2,0.0
1637,HfHg4(AsCl3)2,2.47
1638,HfHg4(PCl3)2,3.26
1639,HfInCu2,0.0
1640,HfNi5,0.0
1641,HfO2,5.55
1642,HfOs2,0.0
1643,HfPt,0.0
1644,HfS2,2.9
1645,HfSe2,2.2
1646,HfSi,0.0
1647,HfSiPt,0.0
1648,HfTc,0.0
1649,HfTiF6,0.0
1650,HfTl3,0.0
1651,HfVSi,0.0
1652,HfZnNi2,0.0
1653,Hg2Rh,0.0
1654,Hg2Sb2O7,0.0
1655,Hg3As,0.0
1656,Hg3Bi2(SCl4)2,3.26
1657,Hg3Bi2(TeCl4)2,2.8
1658,Hg3C,0.0
1659,Hg3PS3,1.98
1660,Hg3PS4,2.03
1661,Hg3Sb,0.0
1662,Hg5AsS2I3,1.57
1663,Hg7.5As4Cl6,1.73
1664,Hg8Bi3As4Cl13,2.43
1665,HgBr,2.6
1666,HgBr2,3.59
1667,HgBrCl,3.4
1668,HgCl2,4.45
1669,HgI,2.37
1670,HgIrO3,0.0
1671,HgOsPb2,0.0
1672,HgPS3,2.6
1673,HgPt,0.0
1674,HgPt3,0.0
1675,HgRhO3,0.0
1676,HgS,2.1
1677,HgTe,0.15
1678,HgTeBr,2.06
1679,HgTeI,1.85
1680,Ho(BC)2,0.0
1681,Ho(BiO3)2,0.0
1682,Ho(CuO2)2,0.0
1683,Ho(CuSe)3,0.16
1684,Ho(CuTe)3,0.26
1685,Ho(InS2)3,1.23
1686,Ho(MnSn)6,0.0
1687,Ho(NiB)2,0.0
1688,Ho(SbO3)2,0.0
1689,Ho(SiOs)2,0.0
1690,Ho(SiPd)2,0.0
1691,Ho(SiPt)2,0.0
1692,Ho(SiRu)2,0.0
1693,Ho10Si17,0.0
1694,Ho2Au,0.0
1695,Ho2B4C,0.0
1696,Ho2Co17,0.0
1697,Ho2CuRh,0.0
1698,Ho2Ge5Rh3,0.0
1699,Ho2GeS5,2.5
1700,Ho2HfS5,1.0
1701,Ho2O3,5.42
1702,Ho2Pd2Pb,0.0
1703,Ho2S3,0.5
1704,Ho3AlC,0.0
1705,Ho3GaC,0.0
1706,Ho3Ge5,0.0
1707,Ho3Hg,0.0
1708,Ho3Ni19B10,0.0
1709,Ho3P,0.0
1710,Ho3Pd2,0.0
1711,Ho4C7,0.0
1712,Ho4Ga16Co3,0.0
1713,Ho5(Ge5Rh2)2,0.0
1714,Ho5Si4,0.0
1715,HoAlAu2,0.0
1716,HoAlB14,0.0
1717,HoB2Rh3,0.0
1718,HoB4,0.0
1719,HoC2,0.0
1720,HoCd,0.0
1721,HoCd3,0.0
1722,HoCdCu4,0.0
1723,HoCo3,0.0
1724,HoCu4Pd,0.0
1725,HoGe,0.0
1726,HoGeAu,0.0
1727,HoInAu2,0.0
1728,HoInPt,0.0
1729,HoMg2,0.0
1730,HoMgAu2,0.0
1731,HoMgZn2,0.0
1732,HoMn12,0.0
1733,HoNiGe,0.0
1734,HoSb2,0.0
1735,HoSi,0.0
1736,HoSiRu2C,0.0
1737,HoTh3,0.0
1738,HoTiGe,0.0
1739,HoTiO3,0.0
1740,HoTiSi,0.0
1741,HoTlPd,0.0
1742,HoZnRh,0.0
1743,HoZnRh2,0.0
1744,ICl2,0.0
1745,In(MoSe)3,0.0
1746,In(PSe2)2,1.29
1747,In0.001Te1Pb0.999,0.3
1748,In0.005Te1Pb0.995,0.43
1749,In0.01Ga0.99As0.99P0.01,1.43
1750,In0.01Ga0.99As1,1.4
1751,In0.01Te1Pb0.99,0.53
1752,In0.04Te1Pb0.96,0.37
1753,In0.07Te1Pb0.93,0.32
1754,In0.1Ga0.9As0.1P0.9,2.25
1755,In0.1Ga0.9As0.9P0.1,1.6
1756,In0.2Ga0.8As0.2P0.8,2.15
1757,In0.2Ga0.8As0.8P0.2,1.58
1758,In0.2Ga0.8As1,1.07
1759,In0.3Ga0.7As0.3P0.7,2.05
1760,In0.3Ga0.7As0.7P0.3,1.67
1761,In0.3Ga0.7As1,1.0
1762,In0.3Ga0.7P1,2.2
1763,In0.4Ga0.6As0.4P0.6,1.85
1764,In0.4Ga0.6As0.6P0.4,1.74
1765,In0.4Ga0.6As1,0.81
1766,In0.4Ga0.6P1,2.05
1767,In0.4Ga1.6Cu1S3.5,2.15
1768,In0.5Ga0.5As1,0.75
1769,In0.5Ga0.5P1,1.9
1770,In0.6Ga0.4As0.6P0.4,1.25
1771,In0.72Ga0.28As1,0.55
1772,In0.7Ga0.3As0.3P0.7,1.58
1773,In0.8Ga0.2As0.2P0.8,1.4
1774,In0.8Ga0.2As0.8P0.2,0.85
1775,In0.8Ga0.2As1,0.5
1776,In0.99Ga0.01As0.01P0.99,1.3
1777,In0.99Ga0.01As0.99P0.01,0.3
1778,In0.9Ga0.1As0.1P0.9,1.32
1779,In0.9Ga0.1As0.9P0.1,0.45
1780,In1.01Cu0.99Se2.01,1.08
1781,In1.05Cu0.95Se2.05,1.07
1782,In1.1Cu0.9Se2.1,1.06
1783,In1.3Cu0.7Se2.3,1.1
1784,In1.5Cu0.5Se2.5,1.24
1785,In1.65Cu0.35Se2.65,1.19
1786,In1.6Cu0.4Se2.6,1.32
1787,In1.6Ga0.4Cu1S3.5,1.55
1788,In1.7Cu0.3Se2.7,1.21
1789,In1.85Cu0.15Se2.85,1.32
1790,In1.8Cu0.2Se2.8,1.26
1791,In1.99Cu0.01Se2.99,1.45
1792,In1.9Cu0.1Se2.9,1.45
1793,In11.3Bi14.7S38,1.45
1794,In11Cu9Se20,0.0
1795,In1Ag1.75Sb5.75Se11,0.94
1796,In1Ga1Cu1S3.5,1.84
1797,In1Hg4As2.5Br3.5,1.71
1798,In1Sb0.01As0.99,0.17
1799,In1Sb0.1As0.9,0.14
1800,In1Sb0.2As0.8,0.12
1801,In1Sb0.3As0.7,0.11
1802,In1Sb0.4As0.6,0.1
1803,In1Sb0.5As0.5,0.1
1804,In1Sb0.6As0.4,0.13
1805,In1Sb0.7As0.3,0.16
1806,In1Sb0.8As0.2,0.21
1807,In1Sb0.99As0.01,0.35
1808,In1Sb0.9As0.1,0.27
1809,In2As2Cl2O5,4.62
1810,In2B(PO4)3,5.39
1811,In2Bi3Se7I,1.38
1812,In2Co,0.0
1813,In2Cu1S3.5,1.43
1814,In2FeSe4,1.15
1815,In2GeTe3,0.68
1816,In2Hg6(P2Cl3)3,3.13
1817,In2HgS4,2.0
1818,In2HgSe4,0.6
1819,In2O3,2.8
1820,In2Pt,0.0
1821,In2S3,2.0
1822,In2Se2O7,2.97
1823,In2Te,0.46
1824,In3AgTe5,0.68
1825,In3Au10,0.0
1826,In3Bi7(Pb2S9)2,0.0
1827,In3CuS5,1.2
1828,In3CuSe5,0.6
1829,In3Pd5,0.0
1830,In3Sb,0.0
1831,In4As5(BrO4)3,4.22
1832,In4Bi3S10,1.42
1833,In4Cu2Te7,1.1
1834,In4S5,0.9
1835,In4Se3,0.64
1836,In5AgS8,1.76
1837,In5AgTe8,0.47
1838,In5CuS8,1.34
1839,In5Se6,0.14
1840,In9AgTe14,1.5
1841,InAg3,0.0
1842,InAgO2,4.2
1843,InAgTe2,0.93
1844,InAsI,0.41
1845,InAu3,0.0
1846,InBi2S4Br,1.5
1847,InBi2S4Cl,1.5
1848,InBi2Se4Br,1.21
1849,InCuGeSe4,1.3
1850,InCuS2,1.5
1851,InFe2CuSe4,0.0
1852,InHg7S6Cl5,2.54
1853,InHgW2,0.0
1854,InPS4,3.12
1855,InPt,0.0
1856,InPt3C,0.0
1857,InSb2S4Br,1.8
1858,InSb2S4Cl,1.8
1859,InSb2Se4Br,1.35
1860,InSiIr,0.0
1861,InSiTe3,0.0
1862,InSn2As2Se,0.2
1863,InSnAsSe,0.26
1864,Ir0.67S2,2.0
1865,Ir0.67Se2,0.45
1866,IrPb,0.0
1867,IrS2,0.9
1868,IrSe2,0.9
1869,IrSeS,1.2
1870,K(CoSe)2,0.0
1871,K(FeAs)2,0.0
1872,K(GeSe2)2,1.8
1873,K(OsO3)2,0.0
1874,K0.8Sn2Hg1.2S8,2.78
1875,K1.25Bi7.25Pb3.5Se15,0.53
1876,K1.46Sn3.09Bi7.45Se15,0.39
1877,K1.83Cd1.83Bi2.17S6,1.37
1878,K10Fe4Sn4S17,2.2
1879,K10Mn4Sn4S17,2.3
1880,K10Sn3(PSe3)8,1.82
1881,K10Zn4Ge4S17,3.34
1882,K11Mn4O16,0.0
1883,K2.15Sb8.15Pb1.7Se15,0.6
1884,K2Ag3Sb3S7,2.2
1885,K2AgSnSe4,1.8
1886,K2Al2B2O7,6.89
1887,K2Au(IO3)5,2.65
1888,K2B10H9O,0.0
1889,K2BaNb2S11,1.77
1890,K2Cd(PSe3)2,2.58
1891,K2Cd2Te3,1.93
1892,K2Cd3S4,2.75
1893,K2Cd3Se4,2.36
1894,K2Cd3Te4,2.26
1895,K2Ce(PO4)2,2.46
1896,K2Dy2Ti3O10,3.38
1897,K2FeGe3Se8,1.95
1898,K2Ga3CuSe6,1.72
1899,K2Gd2Sb2Se9,1.33
1900,K2Gd2Ti3O10,3.3
1901,K2Ge2PbS6,2.85
1902,K2Ge3(BO5)2,5.38
1903,K2Hg(PSe3)2,2.25
1904,K2Hg3(GeS4)2,2.64
1905,K2Hg3Se1.31S2.69,2.28
1906,K2Hg3Se2.97S1.03,2.11
1907,K2Ho4Cu4S9,2.43
1908,K2In2P3Se10,2.2
1909,K2In3AgSe6,1.64
1910,K2In3CuSe6,1.68
1911,K2La2Sb2S9,2.2
1912,K2La2Ti3O10,3.05
1913,K2Mn(SnSe3)2,2.0
1914,K2Mn3S4,0.0
1915,K2MnSnSe4,1.7
1916,K2Mo2Se2O11,3.3
1917,K2NbCuS4,2.82
1918,K2NbCuSe4,2.14
1919,K2NbO6,0.0
1920,K2Nd2Ti3O10,3.25
1921,K2PAuS4,2.63
1922,K2PdSe10,1.48
1923,K2RbSb,1.2
1924,K2ReH9,5.71
1925,K2RuCl6,0.0
1926,K2S,2.1
1927,K2Sb8Se3,1.31
1928,K2Se,1.8
1929,K2Sm2Ti3O10,3.26
1930,K2SmP2S7,2.59
1931,K2Sn(AuS2)2,2.75
1932,K2Sn3(SbS5)2,2.3
1933,K2Ta15O32,0.33
1934,K2Te,1.9
1935,K2TeI6,1.38
1936,K2Th(CuS2)2,2.17
1937,K2Ti(CuS2)2,2.04
1938,K2VAgS4,1.85
1939,K2VCuS4,1.82
1940,K2Zn(SnSe3)2,1.71
1941,K2ZnTe2,3.0
1942,K3(FeS2)2,0.0
1943,K3B6ClO10,6.89
1944,K3Bi2I9,2.1
1945,K3Cd(BO2)5,3.47
1946,K3Cr2(PS4)3,1.35
1947,K3Ga3Ge7S20,3.25
1948,K3Ga3Ge7Se20,2.23
1949,K3Hg,0.0
1950,K3LiNb6O15,0.0
1951,K3NaSn3Se8,2.2
1952,K3Nb2AsSe11,1.53
1953,K3Sm(AsS4)2,2.2
1954,K3Sn,0.0
1955,K3Ta2AsS11,2.21
1956,K3Ta2AsSe11,1.45
1957,K3Th2Cu3S7,2.49
1958,K3Ti2P5S18,1.61
1959,K3UF3,0.0
1960,K3V,0.0
1961,K4(ZrSe5)3,1.81
1962,K4Ag9(SbS3)4,2.0
1963,K4Al4Si19,1.4
1964,K4C2O3,0.0
1965,K4Ce3Sn3S14,2.46
1966,K4Ga4Si19,1.18
1967,K4Ge(PSe3)4,2.0
1968,K4GeS4,0.8
1969,K4GeSe4,0.64
1970,K4Hf3Se14,2.02
1971,K5In3P6Se19,2.2
1972,K6Cd4Sn3Se13,2.33
1973,K6CdTe4,2.51
1974,K6Ta1.03Nb2.97S25,2.01
1975,K6Ta2.93Nb1.07S22,1.88
1976,K6Yb3(PS4)5,2.6
1977,K8Ce2I18O53,2.34
1978,K8N3O,0.0
1979,K9Bi13S24,1.4
1980,KAg2,0.0
1981,KAg2AsS3,2.25
1982,KAg2PS4,3.02
1983,KAg2SbS3,2.1
1984,KAg2SbS4,2.2
1985,KAgAsS2,2.21
1986,KAgF3,0.0
1987,KAgO,0.0
1988,KAlGeS4,3.5
1989,KAsSe2,1.62
1990,KAu(IO3)4,2.75
1991,KB5PbO9,3.1
1992,KBaAsSe3,2.26
1993,KBaB5O9,3.65
1994,KBaSbSe3,2.04
1995,KBi2,0.0
1996,KBi3S5,1.21
1997,KBiO3,0.0
1998,KBiS2,0.86
1999,KBiSe2,0.61
2000,KBr,7.6
2001,KC60,0.0
2002,KCd4Ga5Se12,2.16
2003,KCeSe4,1.54
2004,KCl,8.5
2005,KCoO2,0.0
2006,KCu2BiS3,1.29
2007,KCu3S2,1.46
2008,KCu4AsS4,1.9
2009,KCuPO4,0.0
2010,KCuSnS3,1.47
2011,KCuSnSe3,1.04
2012,KEuAsS4,1.89
2013,KEuS2,0.0
2014,KF,10.3
2015,KFe2BiO5,1.76
2016,KFeCuTe2,1.06
2017,KGaSe2,2.6
2018,KGaSnSe4,1.73
2019,KH(CN2)3,0.0
2020,KHg,0.0
2021,KHg11,0.0
2022,KHg2,0.0
2023,KIn(TeO3)2,4.0
2024,KInGeS4,3.1
2025,KInS2,3.0
2026,KInSe2,2.68
2027,KInSnS4,2.3
2028,KLi(WO3)3,0.0
2029,KLiCO3,6.32
2030,KLu,0.0
2031,KMo6S7,0.0
2032,KNb2O5,0.0
2033,KNb2Se,0.0
2034,KNb3(SeO6)2,3.46
2035,KNb3(TeO6)2,3.52
2036,KNbSe2O7,4.0
2037,KP(HO2)2,6.95
2038,KPAu5S8,2.14
2039,KPPbO4,4.44
2040,KPSe3,2.08
2041,KPSe6,2.16
2042,KRbBi8Se13,0.64
2043,KRuO4,0.0
2044,KSb,0.9
2045,KSb(SO4)2,4.64
2046,KSc(SeO3)2,5.4
2047,KScO3,0.0
2048,KSi2P3,1.72
2049,KSiBiS4,2.25
2050,KSm2CuS4,2.17
2051,KSnAuS3,2.3
2052,KSnAuSe3,2.28
2053,KTa3(TeO6)2,4.06
2054,KTa3CuO9,0.0
2055,KTaO3,3.5
2056,KTbSe4,1.65
2057,KTeP2,1.4
2058,KThCuS3,2.95
2059,KTi2F7,6.4
2060,KTi5Se8,0.0
2061,KTm,0.0
2062,KUClO3,2.37
2063,KUCuSe3,0.0
2064,KV2I3O13,2.3
2065,KV4Ag11O16,2.0
2066,KV6O11,0.0
2067,KY(TeO3)2,3.8
2068,KYb2F7,0.0
2069,KYbSe2,0.0
2070,KZn4(BO3)3,2.32
2071,KZrPSe6,2.0
2072,La(FeAs3)4,0.0
2073,La(In2Au)2,0.0
2074,La(InS2)3,1.03
2075,La(Ni2B)6,0.0
2076,La(PRu)2,0.0
2077,La(SiOs)2,0.0
2078,La(SiRu)2,0.0
2079,La1.86Tb1.14Ga1.67S7,2.67
2080,La10Mn9O30,0.0
2081,La10Se14O,2.04
2082,La10Si8O3,0.0
2083,La16Mn15O48,0.0
2084,La1Se0.14S1.86,2.5
2085,La2.1Bi5.9Pb2S14,1.0
2086,La20Cu9O40,0.0
2087,La20Mo12Cl4O63,2.4
2088,La2B4Rh5,0.0
2089,La2CuO4,0.0
2090,La2Fe(SeO)2,0.7
2091,La2Fe2I,0.0
2092,La2Ga0.33Sb1S5,1.76
2093,La2Ga2GeS8,2.78
2094,La2Ge2Se7,1.08
2095,La2Ge5Ir3,0.0
2096,La2Ge5Rh3,0.0
2097,La2GeSe5,1.24
2098,La2HfS5,0.7
2099,La2In,0.0
2100,La2Mn(SeO)2,1.6
2101,La2Nb2N2O5,0.0
2102,La2Ni5B4,0.0
2103,La2O3,5.4
2104,La2PC,0.0
2105,La2PI2,0.0
2106,La2PdO4,0.0
2107,La2Pr2O7,0.0
2108,La2Rh7,0.0
2109,La2S3,2.77
2110,La2Si5Rh3,0.0
2111,La2Sn5Rh3,0.0
2112,La2TiCoO6,1.02
2113,La2V2IO9,3.63
2114,La2VCoO6,0.41
2115,La2VNiO6,0.45
2116,La2YbCuS5,1.45
2117,La2YbCuSe5,1.15
2118,La2Zn(SeO)2,3.4
2119,La2ZrS5,2.01
2120,La3(BN2)2,0.0
2121,La3(OsO5)2,0.0
2122,La3(ReO5)2,0.0
2123,La3AlN,0.0
2124,La3CuGeSe7,2.0
2125,La3Ga1Ge0.5S7,2.54
2126,La3GaCuSe7,1.36
2127,La3Ge3Br2,0.0
2128,La3In1Ge0.5S7,2.61
2129,La3LuSe6,1.26
2130,La3Mg0.5Sn1S14,1.71
2131,La3Mo4O16F,3.7
2132,La3NiBr3,0.0
2133,La3Si1Sb0.33S7,1.92
2134,La3Si1Sb0.33Se7,1.75
2135,La3Te4,0.43
2136,La3ZrSb5,0.0
2137,La4Cd4In2S13,2.27
2138,La4Co3O10,0.0
2139,La4Fe(SbS5)2,1.0
2140,La4Fe(SbSe5)2,0.85
2141,La4In5S13,0.0
2142,La4InSbS9,2.07
2143,La4InSbSe9,1.76
2144,La5Cu6.33S7O4,2.0
2145,La5In3(S3O)3,2.6
2146,La5SmS8,0.0
2147,La5YbS8,0.0
2148,La6Sb4(SO4)3,2.6
2149,La8Mn7O24,0.0
2150,La8Sb2S15,2.3
2151,LaAl12O19,0.0
2152,LaAl4,0.0
2153,LaAl4Co,0.0
2154,LaB6,4.1
2155,LaBPt3,0.0
2156,LaBeB3O7,5.65
2157,LaBiAu2,0.0
2158,LaCd2,0.0
2159,LaCdAg2,0.0
2160,LaCdAu,0.0
2161,LaCu6,0.0
2162,LaCuSO,3.1
2163,LaCuSeO,2.83
2164,LaCuTeO,2.31
2165,LaF3,6.6
2166,LaGa,0.0
2167,LaGa3Pd2,0.0
2168,LaGaO3,4.4
2169,LaGaS3,2.5
2170,LaGeI,0.0
2171,LaH2,0.0
2172,LaH2NO5,4.76
2173,LaHg,0.0
2174,LaIn,0.0
2175,LaIn2Ir,0.0
2176,LaIn5Ir,0.0
2177,LaInS2O,2.73
2178,LaMg(FeO3)2,0.0
2179,LaMg2H7Pd,1.0
2180,LaMg3,0.0
2181,LaNbN2O,1.7
2182,LaP,0.54
2183,LaP3,0.0
2184,LaPd3S4,0.0
2185,LaPt5,0.0
2186,LaRe2Ag,0.0
2187,LaReB,0.0
2188,LaSb,0.8
2189,LaScSi,0.0
2190,LaSi,0.0
2191,LaSi2,0.19
2192,LaSi2Ru,0.0
2193,LaSn3Ru,0.0
2194,LaTaN2O,2.0
2195,LaTb3,0.0
2196,LaV,0.0
2197,LaVI5O16,3.58
2198,LaYbZn2,0.0
2199,LaZnAsO,1.5
2200,LaZnAu2,0.0
2201,Li(CuO)3,0.0
2202,Li(NiO2)4,0.0
2203,Li0.33Ag1Sn0.67O2,2.7
2204,Li0.33Ti0.67Ag1O2,2.7
2205,Li0.5Ge1Pb1.75S4,1.95
2206,Li11Mn13O32,0.0
2207,Li12Fe5O16,0.0
2208,Li13Nb14ZnO42,0.0
2209,Li13Ti22O48,0.0
2210,Li14Ti21O48,0.0
2211,Li15(FeO4)4,0.0
2212,Li15Mn2O12,0.0
2213,Li17Nb20O60,0.0
2214,Li17Ti20O40,0.0
2215,Li2(FeO2)5,0.0
2216,Li2(LuGe)3,0.0
2217,Li2(NiO2)3,0.0
2218,Li23(MnAs)20,0.0
2219,Li2B4O7,7.3
2220,Li2CdGe,0.99
2221,Li2CdGeS4,3.1
2222,Li2CdSnS4,3.26
2223,Li2Co4O7F,0.0
2224,Li2CrCo3O8,0.0
2225,Li2CrCuO4,0.0
2226,Li2Cu2S3,0.0
2227,Li2CuF6,0.0
2228,Li2DyIn,0.0
2229,Li2EuSn,0.0
2230,Li2Fe2(PO4)3,0.0
2231,Li2Fe3CoO8,0.0
2232,Li2Fe3NiO8,0.0
2233,Li2Fe3SnO8,0.0
2234,Li2FeGeS4,1.42
2235,Li2FeSnS4,1.86
2236,Li2FeWO6,0.0
2237,Li2Ga,0.0
2238,Li2Ga(GeSe3)2,2.64
2239,Li2Ga2GeS6,3.65
2240,Li2GaPd,0.0
2241,Li2HgGe,0.93
2242,Li2HgGeS4,2.46
2243,Li2In2GeS6,3.45
2244,Li2In2GeSe6,2.3
2245,Li2In2SiS6,3.61
2246,Li2In2SiSe6,2.54
2247,Li2InAg,0.0
2248,Li2LaTl,0.0
2249,Li2MgHg,0.0
2250,Li2MgIn,0.0
2251,Li2MgSn,0.0
2252,Li2MnCo3O8,0.0
2253,Li2MnCu3O8,0.0
2254,Li2MnGeS4,3.06
2255,Li2MnNi3O8,0.0
2256,Li2MnO2F,0.0
2257,Li2Mo2Se2O11,3.3
2258,Li2Nb2(PO4)3,0.0
2259,Li2NdAs2,0.0
2260,Li2NdSb2,0.0
2261,Li2Ni2SbO6,0.0
2262,Li2Ni3TeO8,0.0
